max_RSSI,std_RSSI,skew_RSSI,max_sub_min_RSSI,max_RSSI_diffs,min_RSSI_diffs,mean_RSSI_diffs,std_RSSI_diffs,skew_RSSI_diffs,max_sub_min_RSSI_diffs,mean_RSSI_diffs_abs,median_RSSI_diffs_abs,std_RSSI_diffs_abs,max_sub_min_RSSI_diffs_abs,max_RSSI_median_dist,mean_RSSI_median_dist,median_RSSI_median_dist,std_RSSI_median_dist,max_sub_min_RSSI_median_dist,max_count_same_value_RSSI,RSSI_peaks,RSSI_diffs_peaks,peak_ratio_diffs_RSSI,RSSI_values_count,y_track1,y_track2
-44,1.9124026643511256,-0.3283589005853905,10,4,-5,0.013927576601671309,0.9687748373913574,-0.10134148755741383,9,0.3983286908077994,0.0,0.8832060444947094,5,5.0,1.3388888888888888,1.0,1.5244812920716815,5.0,157,30,42,1.4,11,0.0,0.0
-47,1.7893697593852615,0.018545743654731828,7,5,-4,-0.008356545961002786,0.8751839128043452,0.863871144162171,9,0.3203342618384401,0.0,0.8144953491483814,5,3.5,1.5416666666666667,1.5,1.0005206977702494,3.0,107,24,37,1.5416666666666667,8,0.0,0.0
-45,1.733153035494686,-0.16071957110863994,9,6,-9,-0.005571030640668524,0.9616444509113415,-1.5111776179214296,15,0.28969359331476324,0.0,0.9169889357802282,9,5.0,1.2638888888888888,1.0,1.1924887089560448,5.0,130,16,30,1.875,8,0.0,0.0
-47,1.8636880997992484,0.3538172457473415,7,5,-6,0.011142061281337047,0.8767428829951568,-0.17039059052779387,11,0.28969359331476324,0.0,0.8275746796541306,6,4.0,1.6444444444444444,2.0,0.8826866955319628,4.0,85,19,31,1.631578947368421,8,0.0,0.0
-45,1.5905755422348085,0.8601208329157237,7,7,-7,-0.005571030640668524,1.0608096686176285,-0.3109237925695668,14,0.2785515320334262,0.0,1.0236001335564942,7,5.0,1.2027777777777777,1.0,1.0855070784126424,5.0,127,15,18,1.2,7,0.0,0.0
-46,2.2228453987325945,-0.7770101466635048,8,6,-7,-0.008356545961002786,0.8158849978394567,-1.5540819457246753,13,0.17548746518105848,0.0,0.7968326744833042,7,6.0,1.7583333333333333,1.0,1.9220757009025426,6.0,113,8,16,2.0,8,0.0,0.0
-45,1.8329208290136536,-0.5522806038090281,9,7,-8,0.008356545961002786,1.1405112111398563,0.32162235862369315,15,0.3649025069637883,0.0,1.0805932699252032,8,5.0,1.4222222222222223,1.0,1.6946174775039138,5.0,167,17,34,2.0,10,0.0,0.0
-45,2.973617273853181,0.3815191237755754,9,7,-6,0.002785515320334262,1.3109749019529855,0.12838194152672128,13,0.46518105849582175,0.0,1.2256710551624144,7,5.0,2.6416666666666666,3.0,1.377170004836811,5.0,94,22,38,1.7272727272727273,10,0.0,0.0
-46,1.960991104291682,-0.7330064419815818,8,6,-5,-0.002785515320334262,1.0673649829936869,0.5278162379428439,11,0.37604456824512533,0.0,0.9989325546352219,6,5.0,1.2916666666666667,1.0,1.4760824653265292,5.0,149,24,37,1.5416666666666667,9,0.0,0.0
-47,2.142486152482729,0.006542546229076107,9,9,-6,0.0,1.2970933865693304,0.9649695558540815,15,0.467966573816156,0.0,1.2097349045442405,9,6.0,1.8944444444444444,2.0,1.5202237489638097,6.0,94,30,39,1.3,9,0.0,0.0
-45,2.1760462929670874,-0.09928523198403966,10,7,-5,-0.005571030640668524,1.2556156398065426,0.9560904227366989,12,0.4735376044568245,0.0,1.1629117801770195,7,5.0,1.836111111111111,2.0,1.2010765489939472,5.0,106,26,44,1.6923076923076923,11,0.0,0.0
-48,2.456018998498923,-0.5619958554095956,10,7,-9,0.0,1.248954994940645,-0.6519736240171025,16,0.45125348189415043,0.0,1.1645852800313048,9,7.0,1.8916666666666666,1.0,1.8248097313296956,7.0,93,26,44,1.6923076923076923,11,1.0,1.0
-45,1.8953138278851975,-0.5065467011835615,12,7,-7,0.0,1.0041695802806432,0.1320461082338454,14,0.26740947075208915,0.0,0.9679094590472243,7,7.0,1.4416666666666667,1.0,1.4169362488599597,7.0,106,13,23,1.7692307692307692,9,1.0,1.0
-44,1.4495103472944166,0.27328375940266286,11,11,-6,-0.011142061281337047,0.8209571011881769,4.944184034244571,17,0.15598885793871867,0.0,0.8060782739411018,11,8.0,1.2444444444444445,1.0,0.8036183603774881,8.0,150,9,15,1.6666666666666667,8,1.0,1.0
-45,1.8451617581069273,0.7880885950571737,10,7,-7,0.013927576601671309,1.075079011305087,-0.10836077902218111,14,0.39275766016713093,0.0,1.0008647652499107,7,7.0,1.5027777777777778,1.0,1.0929028906518006,7.0,93,27,43,1.5925925925925926,10,1.0,1.0
-45,1.6904871823176437,1.0464587994142025,10,6,-6,0.005571030640668524,0.8073286496686577,0.466312892137558,12,0.2395543175487465,0.0,0.7709891788488161,6,8.0,1.3944444444444444,1.0,1.1878889876219834,8.0,120,17,28,1.6470588235294117,9,1.0,2.0
-44,3.54205771261652,-0.7060977287402002,15,11,-10,0.002785515320334262,1.723988714493531,0.886160053290988,21,0.6211699164345403,0.0,1.6081955048169247,11,9.0,2.816666666666667,2.0,2.2360058636377103,9.0,70,30,46,1.5333333333333334,16,1.0,1.0
-45,2.9931699514101586,-0.6649273001960663,11,8,-9,0.002785515320334262,1.3341426200365514,-0.5047894945706379,17,0.44846796657381616,0.0,1.2565113499888252,9,7.0,2.3027777777777776,1.0,2.126549906814519,7.0,134,27,41,1.5185185185185186,12,1.0,1.0
-46,3.7673671914953495,0.04673314898739889,13,11,-13,0.002785515320334262,1.7352620269532026,-0.6504023264037119,24,0.47075208913649025,0.0,1.6701899687924626,13,8.0,3.3222222222222224,3.0,2.613332388510789,8.0,124,18,30,1.6666666666666667,11,1.0,1.0
-45,3.446254004954752,-0.5668049750342199,12,6,-9,-0.002785515320334262,1.062132734473322,-2.0448530333425907,15,0.27019498607242337,0.0,1.0271944189084647,9,9.0,2.6666666666666665,1.0,3.0992830712207553,9.0,175,14,23,1.6428571428571428,11,1.0,1.0
-46,3.645240427979721,-0.2195116696620674,13,7,-8,-0.011142061281337047,1.0686145871208432,-1.0050490352441923,15,0.3565459610027855,0.0,1.0074404493713993,8,9.0,3.2944444444444443,3.0,2.2588030808427484,9.0,97,22,37,1.6818181818181819,13,1.0,1.0
-45,3.9772491501626015,0.011346097911973838,13,10,-8,0.03064066852367688,1.3233103513245383,1.2708031439293468,18,0.34818941504178275,0.0,1.2770486551980358,10,8.0,3.6083333333333334,5.0,2.584018726282334,8.0,74,15,32,2.1333333333333333,9,1.0,1.0
-46,3.2074132879939254,-0.12976356768691616,15,8,-11,0.002785515320334262,1.6581000760130002,-0.9759906526805295,19,0.6434540389972145,0.0,1.5281591935620082,11,9.0,2.8222222222222224,3.0,1.6318209173107323,9.0,60,32,59,1.84375,15,1.0,2.0
-46,1.968500008623474,-0.442388744269382,8,6,-6,-0.008356545961002786,0.8846807181992435,-0.36993483834900487,12,0.2757660167130919,0.0,0.84064434158574,6,5.0,1.5138888888888888,1.0,1.3742983619484967,5.0,96,18,33,1.8333333333333333,9,1.0,2.0
-46,3.777196646479084,0.004319577685854649,15,11,-12,-0.005571030640668524,1.6872360892889935,-0.5932249034416045,23,0.4568245125348189,0.0,1.624225360634706,12,9.0,3.3472222222222223,3.0,2.2395418816146693,9.0,59,20,33,1.65,15,1.0,2.0
-47,1.8399690516720957,-1.647066195789428,12,6,-6,0.002785515320334262,1.0595069206942953,-0.35685106017538637,12,0.3203342618384401,0.0,1.0099250639463946,6,7.0,1.0138888888888888,0.0,1.5392373251743463,7.0,184,17,27,1.588235294117647,11,1.0,2.0
-49,2.0541661971301393,-0.6332229917439239,10,6,-6,0.0,1.1490579888928323,-0.17625885510336026,12,0.4456824512534819,0.0,1.0591040621596766,6,7.0,1.6277777777777778,1.0,1.5203455585109427,7.0,83,29,47,1.6206896551724137,11,1.0,2.0
-47,2.0418745170087895,0.29526356985377805,11,6,-9,-0.011142061281337047,1.1729963438628135,-1.303897372061076,15,0.4178272980501393,0.0,1.0961135512570062,9,6.0,1.5194444444444444,1.0,1.384300754983148,6.0,92,24,44,1.8333333333333333,11,1.0,2.0
-48,1.6716499574512942,0.2405439554358459,8,5,-6,0.019498607242339833,0.6652193174049867,-0.7030295501002138,11,0.17548746518105848,0.0,0.641950999296266,6,4.0,1.3166666666666667,1.0,1.10290021710438,4.0,117,11,21,1.9090909090909092,9,1.0,2.0
-46,2.210941855610158,-0.36498576342209976,10,7,-7,-0.008356545961002786,1.0462493436227174,0.2647501190695996,14,0.3871866295264624,0.0,0.9720051619242063,7,5.0,1.6805555555555556,1.0,1.443629577843531,5.0,104,31,44,1.4193548387096775,10,1.0,2.0
-49,1.2274635093014648,-0.861030068246458,6,5,-4,-0.008356545961002786,0.7178095167949782,0.10270971715507869,9,0.23119777158774374,0.0,0.6796086555325057,5,4.0,0.7666666666666667,0.0,0.99498743710662,4.0,195,19,28,1.4736842105263157,7,1.0,2.0
-47,2.2138296381308717,0.281554836093155,12,8,-7,0.013927576601671309,0.8719241395105758,-0.17819023797623754,15,0.22562674094707522,0.0,0.8423409382315777,8,6.0,1.8472222222222223,2.0,1.2545442092008978,6.0,67,15,25,1.6666666666666667,12,1.0,2.0
-46,2.4979003528642822,-0.5486822464127481,12,8,-9,-0.016713091922005572,0.882986388486255,-0.7200730369298463,17,0.22841225626740946,0.0,0.8530956164935,9,7.0,1.9222222222222223,2.0,1.610574623320494,7.0,91,12,25,2.0833333333333335,12,1.0,2.0
-42,3.950870157319777,0.27311924850751385,19,12,-12,0.011142061281337047,2.0069207776276934,-0.1496711033003583,24,0.5571030640668524,0.0,1.9280796999114604,12,10.0,3.3027777777777776,3.0,2.3081962788568036,10.0,58,18,29,1.6111111111111112,16,1.0,2.0
-46,1.6362407984820828,0.43135019028419247,10,6,-6,0.002785515320334262,0.9126123611283953,-0.18140086506858058,12,0.2757660167130919,0.0,0.8699552774747327,6,5.0,1.1777777777777778,1.0,1.136053380766334,5.0,105,16,28,1.75,10,1.0,2.0
-47,1.3777749775957209,-0.20318063798762956,7,6,-5,-0.002785515320334262,0.8159230370962012,0.4051069164342418,11,0.298050139275766,0.0,0.7595421489539506,6,4.0,1.125,1.0,0.9623105874231389,4.0,100,25,39,1.56,8,1.0,2.0
-46,2.2140805716544683,0.5705558612548615,12,6,-8,-0.008356545961002786,1.0751367476178648,-0.9382315781657664,14,0.3649025069637883,0.0,1.0113530631536454,8,7.0,1.7194444444444446,1.0,1.7018485773554923,7.0,96,23,37,1.608695652173913,12,1.0,2.0
-44,1.8893381818594837,-0.5191325717348761,11,5,-6,0.002785515320334262,0.8328178406276078,-0.20774897612107723,11,0.30919220055710306,0.0,0.7733003930413378,6,7.0,1.5277777777777777,1.0,1.1201713934114206,7.0,75,24,40,1.6666666666666667,10,1.0,3.0
-43,2.551504942016731,-0.017439112661598772,11,6,-7,-0.011142061281337047,1.0151435972285299,-0.20138920682461411,13,0.3064066852367688,0.0,0.9678613597855287,7,6.0,2.125,3.0,1.429233477544286,6.0,88,16,29,1.8125,12,1.0,3.0
-45,2.395204828994695,0.5811913473902216,9,6,-9,0.008356545961002786,0.8493401180364528,-1.7616680148685593,15,0.19220055710306408,0.0,0.8273496321482507,9,7.0,1.9222222222222223,1.0,1.8482891655545062,7.0,100,12,21,1.75,9,1.0,3.0
-45,1.9161412323266318,-0.2996600384445236,8,5,-5,0.002785515320334262,0.8159230370962012,0.5794916386154109,10,0.2646239554317549,0.0,0.771824023836743,5,5.0,1.5472222222222223,1.0,1.3428795989529183,5.0,110,20,31,1.55,9,1.0,3.0
-44,1.776353596209221,-1.0128883862384703,9,6,-5,-0.002785515320334262,0.9659916527674439,0.7472065986268716,11,0.35376044568245124,0.0,0.8988888581924526,6,5.0,1.3111111111111111,1.0,1.1985588053477159,5.0,131,24,44,1.8333333333333333,10,1.0,3.0
-46,1.8358883710920746,-0.43756039610285374,8,5,-4,-0.008356545961002786,0.7369570242590695,0.430711668091569,9,0.2590529247910863,0.0,0.6899761369948708,5,5.5,1.6194444444444445,1.5,0.942608509652409,5.0,128,18,39,2.1666666666666665,8,1.0,3.0
-47,1.4900803690314288,1.2369898119760856,7,4,-4,0.005571030640668524,0.6633855471974153,0.5663663523791956,8,0.20612813370473537,0.0,0.6305732416684172,4,5.0,0.95,1.0,1.1938499812697478,5.0,170,15,30,2.0,8,1.0,2.0
-48,2.3241867687004993,-0.3696768422400014,8,6,-6,-0.002785515320334262,0.8493766590099907,-0.403823851971726,12,0.20334261838440112,0.0,0.8246819068678236,6,5.0,1.7361111111111112,1.0,1.5473369197462705,5.0,113,11,19,1.7272727272727273,8,1.0,2.0
-45,2.2374737049285995,-0.5381016709932921,11,6,-6,-0.005571030640668524,1.0660484108679023,0.6042702689677028,12,0.3342618384401114,0.0,1.0123039435164796,6,6.0,1.675,2.0,1.5174677371639018,6.0,101,20,30,1.5,11,1.0,2.0
-45,1.924979958208961,-0.23788402548637474,9,6,-5,0.013927576601671309,0.7985543381427155,1.550399463514605,11,0.2200557103064067,0.0,0.7677620026532238,6,5.0,1.3138888888888889,1.0,1.492137314536467,5.0,166,16,21,1.3125,10,1.0,2.0
-45,2.1313340602878776,0.136963582653636,9,7,-7,-0.008356545961002786,1.035545057671704,0.24244133236579446,14,0.30919220055710306,0.0,0.9883438578973145,7,6.0,1.913888888888889,2.0,0.9520891583418534,6.0,99,17,30,1.7647058823529411,9,1.0,2.0
-43,3.40886530304748,-0.4627223844835898,15,11,-10,0.027855153203342618,1.8492801042055504,0.7070985438947482,21,0.5738161559888579,0.0,1.7582229188861815,11,9.0,2.9194444444444443,2.0,2.1099393678024185,9.0,63,24,38,1.5833333333333333,16,1.0,2.0
-44,4.215703117841408,0.3389465459869331,15,12,-12,-0.002785515320334262,1.8830701643034748,-0.27130718212354493,24,0.4986072423398329,0.0,1.8158611787996852,12,12.0,3.7472222222222222,2.0,3.218866787405426,12.0,104,12,29,2.4166666666666665,12,1.0,2.0
-46,3.7397173838555116,0.003401888381983716,12,9,-8,0.002785515320334262,1.4444179505374344,-0.010407062972556143,17,0.5041782729805014,0.0,1.3535712925386536,9,8.0,3.5416666666666665,4.0,2.0339992079098206,8.0,99,28,42,1.5,12,1.0,2.0
-46,3.392119361908142,-0.12585903996976233,12,9,-10,-0.019498607242339833,2.17280194041753,-0.17538001069910972,19,0.7437325905292479,0.0,2.041644019350883,10,7.0,3.058333333333333,3.0,1.9845059558713571,7.0,67,27,43,1.5925925925925926,11,1.0,2.0
-47,2.1397887717376034,-1.8272771921632032,11,7,-7,0.0,1.2666715535262227,-0.08223652483288375,14,0.35097493036211697,0.0,1.2170757670621175,7,7.0,1.3305555555555555,1.0,1.6780146080089287,7.0,156,15,27,1.8,12,1.0,2.0
-47,2.1472347994457004,-0.2902169186072081,9,7,-8,0.008356545961002786,1.1453854739855223,-0.2832662734578648,15,0.3871866295264624,0.0,1.077990830106349,8,5.0,1.6888888888888889,1.0,1.425127241449334,5.0,95,18,36,2.0,10,1.0,1.0
-46,2.3528138525372886,0.3964195507355773,10,8,-7,0.0,1.0790483788504208,0.45228581690832065,15,0.3008356545961003,0.0,1.0362641134495865,8,6.0,1.925,2.0,1.6939229616484925,6.0,96,16,24,1.5,10,1.0,2.0
-46,1.7878102338052453,0.007308971830180604,7,5,-3,0.002785515320334262,0.6613003449242102,1.1528161470491063,8,0.1977715877437326,0.0,0.6310406519185607,5,4.0,1.4666666666666666,1.0,1.0241527663824812,4.0,81,17,25,1.4705882352941178,8,1.0,2.0
-47,2.74062796940166,-1.0358846939167827,10,8,-7,0.002785515320334262,1.0751656146115904,0.16928197515128057,15,0.37604456824512533,0.0,1.0072632926062857,8,7.0,1.9305555555555556,1.0,2.1129651945974515,7.0,103,23,40,1.7391304347826086,11,1.0,2.0
-44,2.316100383760238,0.011453278834840897,10,8,-10,0.002785515320334262,1.346611567766297,-0.5457655237327493,18,0.4818941504178273,0.0,1.2574372753066791,10,6.0,1.8555555555555556,1.0,1.5059962454661115,6.0,94,30,46,1.5333333333333334,11,1.0,2.0
-47,2.856170221351195,-0.1517971485197712,10,8,-8,-0.008356545961002786,1.446323675292164,-0.31687356896834795,16,0.49303621169916434,0.0,1.359719566500522,8,7.0,2.4138888888888888,3.0,1.8114838573479197,7.0,77,22,39,1.7727272727272727,11,1.0,2.0
-45,2.273503781488926,0.2943221678430062,11,8,-8,0.005571030640668524,1.2862989792020176,-0.0025226874736061274,16,0.4011142061281337,0.0,1.222171630304332,8,7.0,2.0416666666666665,2.0,1.0252032318846185,7.0,80,19,33,1.736842105263158,11,1.0,2.0
-45,3.5950057521546044,-0.21436722427337493,9,8,-9,0.011142061281337047,1.509446052863046,0.029691078288116055,17,0.34540389972144847,0.0,1.4694378782686397,9,7.0,3.1805555555555554,1.0,3.3661979413348395,7.0,166,10,14,1.4,7,1.0,1.0
-45,3.3206413462789506,-0.4884785043014272,9,9,-7,0.008356545961002786,1.2895281363270659,1.1223901289896294,16,0.34818941504178275,0.0,1.2416588812924487,9,7.0,2.602777777777778,0.0,3.124365367657451,7.0,194,15,24,1.6,8,1.0,1.0
-45,2.932511195814987,-0.993142893461067,9,7,-9,-0.019498607242339833,1.6342977074315945,-0.5315069914729271,16,0.47075208913649025,0.0,1.5651522810174692,9,7.0,1.8305555555555555,0.0,2.81200990242887,7.0,242,17,25,1.4705882352941178,7,1.0,1.0
-45,3.266718631483885,-0.7851781459487963,9,7,-9,0.019498607242339833,1.5340730914783884,-0.06513756236865514,16,0.40947075208913647,0.0,1.4785446049632753,9,7.0,2.2222222222222223,0.0,3.1376841345800033,7.0,227,16,22,1.375,8,1.0,1.0
-46,3.530340276678128,-0.5876631230306698,9,7,-8,-0.022284122562674095,1.3981899630437429,-0.9019622308649164,15,0.34540389972144847,0.0,1.3550379702915587,8,7.0,2.8222222222222224,1.0,2.721632589204003,7.0,125,13,19,1.4615384615384615,8,1.0,1.0
-45,3.367285421687789,-0.4570000349369876,10,9,-9,0.0,1.5638677857330145,0.3845380971991433,18,0.48467966573816157,0.0,1.4868651831532762,9,7.0,2.85,2.0,2.4369265707261496,7.0,89,21,30,1.4285714285714286,8,1.0,1.0
-46,2.628752461943277,1.1673764744355488,9,7,-9,0.022284122562674095,1.1963520771635003,-0.4625813631222651,16,0.3064066852367688,0.0,1.15666322578961,9,7.0,1.8388888888888888,1.0,1.951249995056983,7.0,104,16,25,1.5625,8,1.0,1.0
-43,2.862236833554838,-0.2567734007516702,10,6,-6,0.013927576601671309,0.9773626642575705,-0.009933953066492704,12,0.298050139275766,0.0,0.9309123854328871,6,6.0,2.3027777777777776,3.0,1.937923589697533,6.0,105,20,27,1.35,10,1.0,2.0
-44,3.1517178835174873,0.10920600320371185,13,10,-7,-0.002785515320334262,1.4250027752352195,0.6055813877047087,17,0.5766016713091922,0.0,1.3031389723153564,10,7.0,2.725,3.0,1.6122577337386228,7.0,47,30,53,1.7666666666666666,14,1.0,3.0
-45,4.481939064487354,-0.3743977529322424,14,12,-10,-0.002785515320334262,1.482485692561022,1.015317233771245,22,0.34818941504178275,0.0,1.4410189863414686,12,10.0,3.938888888888889,2.0,2.9508264169906497,10.0,109,14,25,1.7857142857142858,11,1.0,3.0
-43,3.894579170280179,-0.7065941985062367,15,11,-11,-0.002785515320334262,2.0242246113304967,-0.23599568378919406,22,0.5710306406685237,0.0,1.942013656911144,11,10.0,2.8777777777777778,2.0,2.6418755029031,10.0,100,19,23,1.2105263157894737,13,1.0,3.0
-45,2.976656868218289,-0.22401462282427448,11,8,-9,0.005571030640668524,1.239989282390019,-0.7907332653526443,17,0.35097493036211697,0.0,1.1892943517404846,9,7.0,2.408333333333333,2.0,1.8127442364179969,7.0,66,20,30,1.5,12,1.0,3.0
-45,3.0575637340298107,-0.8179172748382566,11,9,-9,-0.002785515320334262,1.952783325011253,0.10939067325277542,18,0.8272980501392758,0.0,1.7688833793592376,9,8.0,2.3027777777777776,1.0,2.530918378673278,8.0,98,42,74,1.7619047619047619,12,1.0,3.0
-45,2.789259603515325,-1.2495597858817384,10,8,-7,0.016713091922005572,1.0501355814421174,1.9005442445480394,15,0.3064066852367688,0.0,1.0045790213291252,8,8.0,2.0444444444444443,1.0,2.2480169587691234,8.0,119,18,32,1.7777777777777777,10,1.0,3.0
-44,3.906664731070182,0.13727656773594604,13,9,-11,0.005571030640668524,1.4758868331003545,-0.17075200879310873,20,0.4456824512534819,0.0,1.4069968490178222,11,7.0,3.452777777777778,3.0,2.151999859447423,7.0,52,20,35,1.75,12,1.0,3.0
-44,2.8423264141270694,-0.34265474048951094,10,6,-8,-0.016713091922005572,1.2621550759671354,-1.481414474083907,14,0.43454038997214484,0.0,1.1851115612945702,8,7.0,2.4194444444444443,1.0,2.4617427707085486,7.0,133,24,45,1.875,11,1.0,3.0
-46,1.4699773240881417,0.6308697801879714,5,5,-3,0.002785515320334262,0.751965325618313,1.0567110900970624,8,0.25348189415041783,0.0,0.7079594192930634,5,4.0,1.25,1.0,0.9121098861674751,4.0,138,22,27,1.2272727272727273,6,1.0,2.0
-45,1.502867629271158,1.3087948644683536,6,5,-5,-0.005571030640668524,0.7001568824173842,0.44588106394303884,10,0.18384401114206128,0.0,0.6756123710723685,5,5.0,1.0055555555555555,0.5,1.327056987063321,5.0,180,12,19,1.5833333333333333,7,1.0,2.0
-46,1.155872686184195,0.9851521240581186,5,4,-4,0.002785515320334262,0.8847157995188782,-0.005423006391050091,8,0.34818941504178275,0.0,0.8133227749588651,4,4.0,0.7916666666666666,1.0,0.9027350417235146,4.0,160,25,38,1.52,6,1.0,2.0
-45,1.4885338507038925,1.1015567191523776,6,4,-4,0.005571030640668524,0.6881181352605272,-0.007190596812531958,8,0.21727019498607242,0.0,0.6529404772469988,4,5.0,1.086111111111111,1.0,1.2827169034206212,5.0,146,18,26,1.4444444444444444,7,1.0,2.0
-46,1.2574193393859219,-0.1195661240540139,5,4,-4,-0.002785515320334262,0.7445198383192474,-0.2790077994008872,8,0.22562674094707522,0.0,0.7095140044538372,4,3.0,0.9805555555555555,1.0,0.9586794865984622,3.0,144,17,23,1.3529411764705883,6,1.0,2.0
-46,1.4420492962584552,0.4319279672073295,6,5,-6,-0.002785515320334262,0.82272259221783,-0.4150143362628615,11,0.2590529247910863,0.0,0.7808788670455934,6,3.0,1.1444444444444444,1.0,0.9346551486583595,3.0,107,19,29,1.5263157894736843,7,1.0,2.0
-46,1.2522541403799652,-0.11906942310069102,4,4,-4,0.0,0.5224753596034531,-0.35154474945413516,8,0.1392757660167131,0.0,0.503570017369199,4,2.0,0.8361111111111111,0.0,0.9329322881758287,2.0,191,13,20,1.5384615384615385,5,0.0,0.0
-46,1.3165142902920615,0.3272264758600982,4,4,-4,-0.005571030640668524,0.6063472486139632,-0.07239682320477867,8,0.17270194986072424,0.0,0.581259029003788,4,2.0,1.0055555555555555,1.0,0.9916160895910283,2.0,176,14,17,1.2142857142857142,5,0.0,0.0
-45,1.1983753147748533,0.672010022501669,5,4,-3,0.005571030640668524,0.6921543171252302,0.2950658362338364,7,0.20612813370473537,0.0,0.6607721449886456,4,3.0,1.0083333333333333,0.5,1.0314162323933265,3.0,180,14,21,1.5,6,0.0,0.0
-45,1.5900054351953068,-0.30497476677921154,5,4,-5,-0.005571030640668524,0.7684388144338261,-0.5798445553308278,9,0.20612813370473537,0.0,0.7402975350534852,5,3.0,1.2166666666666666,1.0,1.026184951924143,3.0,119,14,16,1.1428571428571428,5,0.0,0.0
-45,1.1893009410553166,0.5068717429353771,5,3,-3,0.0,0.6420718553319953,-0.1894205774815264,6,0.1894150417827298,0.0,0.6134967068827001,3,4.0,1.0138888888888888,1.0,0.6388586949386895,4.0,156,17,21,1.2352941176470589,5,0.0,0.0
-45,1.4907093969559726,-0.22663856197909582,5,3,-3,0.008356545961002786,0.5559877414985916,0.9759644268649024,6,0.13649025069637882,0.0,0.5390385997513932,3,3.0,1.2083333333333333,0.0,1.3676571613935675,3.0,188,11,16,1.4545454545454546,5,0.0,0.0
-45,1.9426896844006107,-0.29089852534593724,5,5,-5,0.005571030640668524,0.6591732348857512,0.05244785832201009,10,0.18384401114206128,0.0,0.633041680728325,5,3.0,1.5944444444444446,2.0,1.1214931625205062,3.0,129,15,19,1.2666666666666666,5,0.0,0.0
-45,1.9476937137212142,-0.10978868586609997,5,5,-5,-0.013927576601671309,0.6611595328681904,-0.2741243865273625,10,0.14763231197771587,0.0,0.6446166347160097,5,3.0,1.5361111111111112,2.0,1.330758509225676,3.0,147,8,11,1.375,3,0.0,0.0
